,Glaspercentage,Isolatie/infiltratie,g-waarde glas,Spuiventilatie,Zonwering,Oriëntatie,Woningtype,Klimaatbestand,Ruimtetype,GTO
4421,0.7,Matig,0.3,8:00 tot 22:00,Binnen slecht,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,97
4423,0.3,Goed,0.3,8:00 tot 22:00,Binnen slecht,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,66
4425,0.5,Goed,0.3,8:00 tot 22:00,Binnen slecht,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,78
4427,0.7,Goed,0.3,8:00 tot 22:00,Binnen slecht,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,91
4429,0.3,Slecht,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,225
4431,0.5,Slecht,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,283
4433,0.7,Slecht,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,362
4435,0.3,Matig,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,31
4437,0.5,Matig,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,70
4439,0.7,Matig,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,123
4441,0.3,Goed,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,18
4443,0.5,Goed,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,58
4445,0.7,Goed,0.6,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,138
4447,0.3,Slecht,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,186
4449,0.5,Slecht,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,206
4451,0.7,Slecht,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,234
4453,0.3,Matig,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,11
4455,0.5,Matig,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,21
4457,0.7,Matig,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,34
4459,0.3,Goed,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4461,0.5,Goed,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,8
4463,0.7,Goed,0.3,TO-juli,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,18
4465,0.3,Slecht,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,206
4467,0.5,Slecht,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,262
4469,0.7,Slecht,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,334
4471,0.3,Matig,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,29
4473,0.5,Matig,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,65
4475,0.7,Matig,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,116
4477,0.3,Goed,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,10
4479,0.5,Goed,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,45
4481,0.7,Goed,0.6,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,107
4483,0.3,Slecht,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,170
4485,0.5,Slecht,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,193
4487,0.7,Slecht,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,217
4489,0.3,Matig,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,10
4491,0.5,Matig,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,21
4493,0.7,Matig,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,33
4495,0.3,Goed,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4497,0.5,Goed,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,6
4499,0.7,Goed,0.3,21:00 tot 7:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,14
4501,0.3,Slecht,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,272
4503,0.5,Slecht,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,309
4505,0.7,Slecht,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,362
4507,0.3,Matig,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,94
4509,0.5,Matig,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,126
4511,0.7,Matig,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,173
4513,0.3,Goed,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,89
4515,0.5,Goed,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,125
4517,0.7,Goed,0.6,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,182
4519,0.3,Slecht,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,234
4521,0.5,Slecht,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,259
4523,0.7,Slecht,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,278
4525,0.3,Matig,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,73
4527,0.5,Matig,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,85
4529,0.7,Matig,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,97
4531,0.3,Goed,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,66
4533,0.5,Goed,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,78
4535,0.7,Goed,0.3,8:00 tot 22:00,Binnen goed,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,91
4537,0.3,Slecht,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,225
4539,0.5,Slecht,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,283
4541,0.7,Slecht,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,362
4543,0.3,Matig,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,31
4545,0.5,Matig,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,70
4547,0.7,Matig,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,123
4549,0.3,Goed,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,18
4551,0.5,Goed,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,58
4553,0.7,Goed,0.6,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,138
4555,0.3,Slecht,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,186
4557,0.5,Slecht,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,206
4559,0.7,Slecht,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,234
4561,0.3,Matig,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,11
4563,0.5,Matig,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,21
4565,0.7,Matig,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,34
4567,0.3,Goed,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4569,0.5,Goed,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,8
4571,0.7,Goed,0.3,TO-juli,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,18
4573,0.3,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,206
4575,0.5,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,262
4577,0.7,Slecht,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,334
4579,0.3,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,29
4581,0.5,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,65
4583,0.7,Matig,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,116
4585,0.3,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,10
4587,0.5,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,45
4589,0.7,Goed,0.6,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,108
4591,0.3,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,170
4593,0.5,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,195
4595,0.7,Slecht,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,216
4597,0.3,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,10
4599,0.5,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,21
4601,0.7,Matig,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,33
4603,0.3,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4605,0.5,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,6
4607,0.7,Goed,0.3,21:00 tot 7:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,14
4609,0.3,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,272
4611,0.5,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,309
4613,0.7,Slecht,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,362
4615,0.3,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,94
4617,0.5,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,126
4619,0.7,Matig,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,173
4621,0.3,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,89
4623,0.5,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,125
4625,0.7,Goed,0.6,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,182
4627,0.3,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,234
4629,0.5,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,259
4631,0.7,Slecht,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,278
4633,0.3,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,73
4635,0.5,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,85
4637,0.7,Matig,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,97
4639,0.3,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,66
4641,0.5,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,78
4643,0.7,Goed,0.3,8:00 tot 22:00,Buiten,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,91
4645,0.3,Slecht,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,191
4647,0.5,Slecht,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,231
4649,0.7,Slecht,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,269
4651,0.3,Matig,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,19
4653,0.5,Matig,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,36
4655,0.7,Matig,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,58
4657,0.3,Goed,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,8
4659,0.5,Goed,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,25
4661,0.7,Goed,0.6,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,45
4663,0.3,Slecht,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,165
4665,0.5,Slecht,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,184
4667,0.7,Slecht,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,203
4669,0.3,Matig,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,8
4671,0.5,Matig,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,12
4673,0.7,Matig,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,21
4675,0.3,Goed,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4677,0.5,Goed,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4679,0.7,Goed,0.3,TO-juli,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,7
4681,0.3,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,175
4683,0.5,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,213
4685,0.7,Slecht,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,251
4687,0.3,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,17
4689,0.5,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,34
4691,0.7,Matig,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,54
4693,0.3,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,3
4695,0.5,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,17
4697,0.7,Goed,0.6,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,36
4699,0.3,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,153
4701,0.5,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,169
4703,0.7,Slecht,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,189
4705,0.3,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,8
4707,0.5,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,12
4709,0.7,Matig,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,20
4711,0.3,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4713,0.5,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,0
4715,0.7,Goed,0.3,21:00 tot 7:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,4
4717,0.3,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,241
4719,0.5,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,275
4721,0.7,Slecht,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,299
4723,0.3,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,81
4725,0.5,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,98
4727,0.7,Matig,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,116
4729,0.3,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,75
4731,0.5,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,92
4733,0.7,Goed,0.6,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,113
4735,0.3,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,214
4737,0.5,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,231
4739,0.7,Slecht,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,249
4741,0.3,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,70
4743,0.5,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,75
4745,0.7,Matig,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,83
4747,0.3,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,62
4749,0.5,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,67
4751,0.7,Goed,0.3,8:00 tot 22:00,Overstek,Noord,Appartement onder dak enkelzijdig,1,LIVINGROOM,73
4753,0.3,Slecht,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,554
4755,0.5,Slecht,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,844
4757,0.7,Slecht,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,1260
4759,0.3,Matig,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,207
4761,0.5,Matig,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,608
4763,0.7,Matig,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,1229
4765,0.3,Goed,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,290
4767,0.5,Goed,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,942
4769,0.7,Goed,0.6,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,1986
4771,0.3,Slecht,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,365
4773,0.5,Slecht,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,441
4775,0.7,Slecht,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,550
4777,0.3,Matig,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,72
4779,0.5,Matig,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,139
4781,0.7,Matig,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,255
4783,0.3,Goed,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,49
4785,0.5,Goed,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,153
4787,0.7,Goed,0.3,TO-juli,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,360
4789,0.3,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,523
4791,0.5,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,813
4793,0.7,Slecht,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,1249
4795,0.3,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,195
4797,0.5,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,568
4799,0.7,Matig,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,1169
4801,0.3,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,221
4803,0.5,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,745
4805,0.7,Goed,0.6,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,1701
4807,0.3,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,333
4809,0.5,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,414
4811,0.7,Slecht,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,528
4813,0.3,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,67
4815,0.5,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,144
4817,0.7,Matig,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,252
4819,0.3,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,41
4821,0.5,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,143
4823,0.7,Goed,0.3,21:00 tot 7:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,312
4825,0.3,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,486
4827,0.5,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,672
4829,0.7,Slecht,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,894
4831,0.3,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,229
4833,0.5,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,439
4835,0.7,Matig,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,725
4837,0.3,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,247
4839,0.5,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,522
4841,0.7,Goed,0.6,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,887
4843,0.3,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,369
4845,0.5,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,415
4847,0.7,Slecht,0.3,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,477
4849,0.3,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,128
4851,0.5,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,177
4853,0.7,Matig,0.3,8:00 tot 22:00,Binnen slecht,Oost,Appartement onder dak enkelzijdig,1,LIVINGROOM,253
